id,Data As Of,Totals By,STATE,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
117428,2023-09-27,By Month,Texas,Male,35-44 years,100,597,58,0
117429,2023-09-27,By Month,Texas,Male,40-49 years,198,768,111,0
117430,2023-09-27,By Month,Texas,Male,45-54 years,291,1079,178,0
117431,2023-09-27,By Month,Texas,Male,50-64 years,705,2822,506,0
117432,2023-09-27,By Month,Texas,Male,55-64 years,543,2176,401,0
117433,2023-09-27,By Month,Texas,Male,65-74 years,755,3005,585,0
117434,2023-09-27,By Month,Texas,Male,75-84 years,723,3028,565,0
117435,2023-09-27,By Month,Texas,Male,85 years and over,456,2187,339,0
117436,2023-09-27,By Month,Texas,Female,All Ages,2244,11044,1661,0
117437,2023-09-27,By Month,Texas,Female,Under 1 year,0,97,0,0
117438,2023-09-27,By Month,Texas,Female,0-17 years,0,158,0,0
117439,2023-09-27,By Month,Texas,Female,1-4 years,0,18,0,0
117440,2023-09-27,By Month,Texas,Female,5-14 years,0,28,0,0
117441,2023-09-27,By Month,Texas,Female,15-24 years,0,85,0,0
117442,2023-09-27,By Month,Texas,Female,18-29 years,0,137,0,0
117443,2023-09-27,By Month,Texas,Female,25-34 years,12,165,10,0
117444,2023-09-27,By Month,Texas,Female,30-39 years,20,221,25,0
117445,2023-09-27,By Month,Texas,Female,35-44 years,53,292,45,0
117446,2023-09-27,By Month,Texas,Female,40-49 years,93,441,64,0
117447,2023-09-27,By Month,Texas,Female,45-54 years,153,633,113,0
117448,2023-09-27,By Month,Texas,Female,50-64 years,436,1738,341,0
117449,2023-09-27,By Month,Texas,Female,55-64 years,334,1377,263,0
117450,2023-09-27,By Month,Texas,Female,65-74 years,523,2139,397,0
117451,2023-09-27,By Month,Texas,Female,75-84 years,557,2716,424,0
117452,2023-09-27,By Month,Texas,Female,85 years and over,606,3494,406,0
117453,2023-09-27,By Month,Texas,All Sexes,All Ages,2342,19891,2224,0
117454,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,166,0,0
117455,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,296,0,0
117456,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,31,0,0
117457,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,55,0,0
117458,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,266,0,0
117459,2023-09-27,By Month,Texas,All Sexes,18-29 years,14,429,0,0
117460,2023-09-27,By Month,Texas,All Sexes,25-34 years,26,450,13,0
117461,2023-09-27,By Month,Texas,All Sexes,30-39 years,49,568,36,0
117462,2023-09-27,By Month,Texas,All Sexes,35-44 years,80,740,62,0
117463,2023-09-27,By Month,Texas,All Sexes,40-49 years,127,951,99,0
117464,2023-09-27,By Month,Texas,All Sexes,45-54 years,203,1327,157,0
117465,2023-09-27,By Month,Texas,All Sexes,50-64 years,509,3667,468,0
117466,2023-09-27,By Month,Texas,All Sexes,55-64 years,384,2876,375,0
117467,2023-09-27,By Month,Texas,All Sexes,65-74 years,561,4285,560,0
117468,2023-09-27,By Month,Texas,All Sexes,75-84 years,619,4746,582,0
117469,2023-09-27,By Month,Texas,All Sexes,85 years and over,460,4949,468,0
117470,2023-09-27,By Month,Texas,Male,All Ages,1272,10493,1227,0
117471,2023-09-27,By Month,Texas,Male,Under 1 year,0,100,0,0
117472,2023-09-27,By Month,Texas,Male,0-17 years,0,194,0,0
117473,2023-09-27,By Month,Texas,Male,1-4 years,0,21,0,0
117474,2023-09-27,By Month,Texas,Male,5-14 years,0,38,0,0
117475,2023-09-27,By Month,Texas,Male,15-24 years,0,200,0,0
117476,2023-09-27,By Month,Texas,Male,18-29 years,0,311,0,0
117477,2023-09-27,By Month,Texas,Male,25-34 years,18,310,11,0
117478,2023-09-27,By Month,Texas,Male,30-39 years,30,365,24,0
117479,2023-09-27,By Month,Texas,Male,35-44 years,43,459,33,0
117480,2023-09-27,By Month,Texas,Male,40-49 years,77,599,53,0
117481,2023-09-27,By Month,Texas,Male,45-54 years,132,832,89,0
117482,2023-09-27,By Month,Texas,Male,50-64 years,325,2214,274,0
117483,2023-09-27,By Month,Texas,Male,55-64 years,243,1723,220,0
117484,2023-09-27,By Month,Texas,Male,65-74 years,327,2452,331,0
117485,2023-09-27,By Month,Texas,Male,75-84 years,329,2450,321,0
117486,2023-09-27,By Month,Texas,Male,85 years and over,173,1908,217,0
117487,2023-09-27,By Month,Texas,Female,All Ages,1070,9398,997,0
117488,2023-09-27,By Month,Texas,Female,Under 1 year,0,66,0,0
117489,2023-09-27,By Month,Texas,Female,0-17 years,0,102,0,0
117490,2023-09-27,By Month,Texas,Female,1-4 years,0,10,0,0
117491,2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
117492,2023-09-27,By Month,Texas,Female,15-24 years,0,66,0,0
117493,2023-09-27,By Month,Texas,Female,18-29 years,0,118,0,0
117494,2023-09-27,By Month,Texas,Female,25-34 years,0,140,0,0
117495,2023-09-27,By Month,Texas,Female,30-39 years,19,203,12,0
117496,2023-09-27,By Month,Texas,Female,35-44 years,37,281,29,0
117497,2023-09-27,By Month,Texas,Female,40-49 years,50,352,46,0
117498,2023-09-27,By Month,Texas,Female,45-54 years,71,495,68,0
117499,2023-09-27,By Month,Texas,Female,50-64 years,184,1453,194,0
117500,2023-09-27,By Month,Texas,Female,55-64 years,141,1153,155,0
117501,2023-09-27,By Month,Texas,Female,65-74 years,234,1833,229,0
117502,2023-09-27,By Month,Texas,Female,75-84 years,290,2296,261,0
117503,2023-09-27,By Month,Texas,Female,85 years and over,287,3041,251,0
117504,2023-09-27,By Month,Texas,All Sexes,All Ages,2867,21227,2586,12
117505,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,162,0,0
117506,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,288,0,0
117507,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,29,0,0
117508,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,57,0,0
117509,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,283,0,0
117510,2023-09-27,By Month,Texas,All Sexes,18-29 years,15,485,10,0
117511,2023-09-27,By Month,Texas,All Sexes,25-34 years,25,503,14,0
117512,2023-09-27,By Month,Texas,All Sexes,30-39 years,46,591,32,0
117513,2023-09-27,By Month,Texas,All Sexes,35-44 years,78,711,60,0
117514,2023-09-27,By Month,Texas,All Sexes,40-49 years,130,972,102,0
117515,2023-09-27,By Month,Texas,All Sexes,45-54 years,180,1458,145,0
117516,2023-09-27,By Month,Texas,All Sexes,50-64 years,563,3951,492,0
117517,2023-09-27,By Month,Texas,All Sexes,55-64 years,465,3084,411,0
117518,2023-09-27,By Month,Texas,All Sexes,65-74 years,719,4619,670,0
117519,2023-09-27,By Month,Texas,All Sexes,75-84 years,746,4994,715,0
117520,2023-09-27,By Month,Texas,All Sexes,85 years and over,645,5327,562,0
117521,2023-09-27,By Month,Texas,Male,All Ages,1603,11324,1458,0
117522,2023-09-27,By Month,Texas,Male,Under 1 year,0,92,0,0
117523,2023-09-27,By Month,Texas,Male,0-17 years,0,176,0,0
117524,2023-09-27,By Month,Texas,Male,1-4 years,0,21,0,0
117525,2023-09-27,By Month,Texas,Male,5-14 years,0,36,0,0
117526,2023-09-27,By Month,Texas,Male,15-24 years,0,209,0,0
117527,2023-09-27,By Month,Texas,Male,18-29 years,0,362,0,0
117528,2023-09-27,By Month,Texas,Male,25-34 years,14,363,0,0
117529,2023-09-27,By Month,Texas,Male,30-39 years,21,398,11,0
117530,2023-09-27,By Month,Texas,Male,35-44 years,39,458,33,0
117531,2023-09-27,By Month,Texas,Male,40-49 years,82,625,60,0
117532,2023-09-27,By Month,Texas,Male,45-54 years,120,934,90,0
117533,2023-09-27,By Month,Texas,Male,50-64 years,365,2499,313,0
117534,2023-09-27,By Month,Texas,Male,55-64 years,300,1947,257,0
117535,2023-09-27,By Month,Texas,Male,65-74 years,407,2615,374,0
117536,2023-09-27,By Month,Texas,Male,75-84 years,420,2559,415,0
117537,2023-09-27,By Month,Texas,Male,85 years and over,299,2090,279,0
117538,2023-09-27,By Month,Texas,Female,All Ages,1264,9903,1128,0
117539,2023-09-27,By Month,Texas,Female,Under 1 year,0,70,0,0
117540,2023-09-27,By Month,Texas,Female,0-17 years,0,112,0,0
117541,2023-09-27,By Month,Texas,Female,1-4 years,0,0,0,0
117542,2023-09-27,By Month,Texas,Female,5-14 years,0,21,0,0
117543,2023-09-27,By Month,Texas,Female,15-24 years,0,74,0,0
117544,2023-09-27,By Month,Texas,Female,18-29 years,0,123,0,0
117545,2023-09-27,By Month,Texas,Female,25-34 years,11,140,0,0
117546,2023-09-27,By Month,Texas,Female,30-39 years,25,193,21,0
117547,2023-09-27,By Month,Texas,Female,35-44 years,39,253,27,0
117548,2023-09-27,By Month,Texas,Female,40-49 years,48,347,42,0
117549,2023-09-27,By Month,Texas,Female,45-54 years,60,524,55,0
117550,2023-09-27,By Month,Texas,Female,50-64 years,198,1452,179,0
117551,2023-09-27,By Month,Texas,Female,55-64 years,165,1137,154,0
117552,2023-09-27,By Month,Texas,Female,65-74 years,312,2004,296,0
117553,2023-09-27,By Month,Texas,Female,75-84 years,326,2435,300,0
117554,2023-09-27,By Month,Texas,Female,85 years and over,346,3237,283,0
117555,2023-09-27,By Month,Texas,All Sexes,All Ages,5224,23446,4038,14
117556,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,179,0,0
117557,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,306,0,0
117558,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,28,0,0
117559,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,46,0,0
117560,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,283,0,0
117561,2023-09-27,By Month,Texas,All Sexes,18-29 years,21,474,21,0
117562,2023-09-27,By Month,Texas,All Sexes,25-34 years,51,529,40,0
117563,2023-09-27,By Month,Texas,All Sexes,30-39 years,75,656,57,0
117564,2023-09-27,By Month,Texas,All Sexes,35-44 years,128,779,94,0
117565,2023-09-27,By Month,Texas,All Sexes,40-49 years,219,1047,163,0
117566,2023-09-27,By Month,Texas,All Sexes,45-54 years,315,1531,258,0
117567,2023-09-27,By Month,Texas,All Sexes,50-64 years,967,4269,739,0
117568,2023-09-27,By Month,Texas,All Sexes,55-64 years,784,3377,584,0
117569,2023-09-27,By Month,Texas,All Sexes,65-74 years,1278,5067,1043,0
117570,2023-09-27,By Month,Texas,All Sexes,75-84 years,1458,5742,1157,0
117571,2023-09-27,By Month,Texas,All Sexes,85 years and over,1203,5885,856,0
117572,2023-09-27,By Month,Texas,Male,All Ages,3071,12689,2377,0
117573,2023-09-27,By Month,Texas,Male,Under 1 year,0,95,0,0
117574,2023-09-27,By Month,Texas,Male,0-17 years,0,180,0,0
117575,2023-09-27,By Month,Texas,Male,1-4 years,0,16,0,0
117576,2023-09-27,By Month,Texas,Male,5-14 years,0,32,0,0
117577,2023-09-27,By Month,Texas,Male,15-24 years,0,199,0,0
117578,2023-09-27,By Month,Texas,Male,18-29 years,12,332,10,0
117579,2023-09-27,By Month,Texas,Male,25-34 years,29,366,22,0
117580,2023-09-27,By Month,Texas,Male,30-39 years,48,436,37,0
117581,2023-09-27,By Month,Texas,Male,35-44 years,83,493,60,0
117582,2023-09-27,By Month,Texas,Male,40-49 years,146,657,102,0
117583,2023-09-27,By Month,Texas,Male,45-54 years,197,952,155,0
117584,2023-09-27,By Month,Texas,Male,50-64 years,604,2639,447,0
117585,2023-09-27,By Month,Texas,Male,55-64 years,498,2091,357,0
117586,2023-09-27,By Month,Texas,Male,65-74 years,809,2988,664,0
117587,2023-09-27,By Month,Texas,Male,75-84 years,863,3004,680,0
117588,2023-09-27,By Month,Texas,Male,85 years and over,586,2453,435,0
117589,2023-09-27,By Month,Texas,Female,All Ages,2153,10757,1661,0
117590,2023-09-27,By Month,Texas,Female,Under 1 year,0,84,0,0
117591,2023-09-27,By Month,Texas,Female,0-17 years,0,126,0,0
117592,2023-09-27,By Month,Texas,Female,1-4 years,0,12,0,0
117593,2023-09-27,By Month,Texas,Female,5-14 years,0,14,0,0
117594,2023-09-27,By Month,Texas,Female,15-24 years,0,84,0,0
117595,2023-09-27,By Month,Texas,Female,18-29 years,0,142,11,0
117596,2023-09-27,By Month,Texas,Female,25-34 years,22,163,18,0
117597,2023-09-27,By Month,Texas,Female,30-39 years,27,220,20,0
117598,2023-09-27,By Month,Texas,Female,35-44 years,45,286,34,0
117599,2023-09-27,By Month,Texas,Female,40-49 years,73,390,61,0
117600,2023-09-27,By Month,Texas,Female,45-54 years,118,579,103,0
117601,2023-09-27,By Month,Texas,Female,50-64 years,363,1630,292,0
117602,2023-09-27,By Month,Texas,Female,55-64 years,286,1286,227,0
117603,2023-09-27,By Month,Texas,Female,65-74 years,469,2079,379,0
117604,2023-09-27,By Month,Texas,Female,75-84 years,595,2738,477,0
117605,2023-09-27,By Month,Texas,Female,85 years and over,617,3432,421,0
117606,2023-09-27,By Month,Texas,All Sexes,All Ages,7557,27012,5412,26
117607,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,152,0,0
117608,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,256,0,0
117609,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,24,0,0
117610,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,39,0,0
117611,2023-09-27,By Month,Texas,All Sexes,15-24 years,15,302,12,0
117612,2023-09-27,By Month,Texas,All Sexes,18-29 years,29,509,22,0
117613,2023-09-27,By Month,Texas,All Sexes,25-34 years,54,548,31,0
117614,2023-09-27,By Month,Texas,All Sexes,30-39 years,104,683,65,0
117615,2023-09-27,By Month,Texas,All Sexes,35-44 years,166,853,122,0
117616,2023-09-27,By Month,Texas,All Sexes,40-49 years,307,1199,224,0
117617,2023-09-27,By Month,Texas,All Sexes,45-54 years,491,1756,366,0
117618,2023-09-27,By Month,Texas,All Sexes,50-64 years,1373,4828,1011,0
117619,2023-09-27,By Month,Texas,All Sexes,55-64 years,1087,3801,792,0
117620,2023-09-27,By Month,Texas,All Sexes,65-74 years,1874,5966,1405,0
117621,2023-09-27,By Month,Texas,All Sexes,75-84 years,2061,6639,1532,0
117622,2023-09-27,By Month,Texas,All Sexes,85 years and over,1807,6932,1149,0
117623,2023-09-27,By Month,Texas,Male,All Ages,4314,14641,3115,16
117624,2023-09-27,By Month,Texas,Male,Under 1 year,0,86,0,0
117625,2023-09-27,By Month,Texas,Male,0-17 years,0,151,0,0
117626,2023-09-27,By Month,Texas,Male,1-4 years,0,10,0,0
117627,2023-09-27,By Month,Texas,Male,5-14 years,0,22,0,0
117628,2023-09-27,By Month,Texas,Male,15-24 years,0,237,0,0
117629,2023-09-27,By Month,Texas,Male,18-29 years,16,383,0,0
117630,2023-09-27,By Month,Texas,Male,25-34 years,26,394,15,0
117631,2023-09-27,By Month,Texas,Male,30-39 years,59,465,37,0
117632,2023-09-27,By Month,Texas,Male,35-44 years,108,551,76,0
117633,2023-09-27,By Month,Texas,Male,40-49 years,218,775,150,0
117634,2023-09-27,By Month,Texas,Male,45-54 years,351,1154,254,0
117635,2023-09-27,By Month,Texas,Male,50-64 years,880,3027,636,0
117636,2023-09-27,By Month,Texas,Male,55-64 years,679,2347,482,0
117637,2023-09-27,By Month,Texas,Male,65-74 years,1151,3514,851,0
117638,2023-09-27,By Month,Texas,Male,75-84 years,1172,3545,883,0
117639,2023-09-27,By Month,Texas,Male,85 years and over,817,2781,548,0
117640,2023-09-27,By Month,Texas,Female,All Ages,3243,12371,2297,10
117641,2023-09-27,By Month,Texas,Female,Under 1 year,0,66,0,0
117642,2023-09-27,By Month,Texas,Female,0-17 years,0,105,0,0
117643,2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
117644,2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
117645,2023-09-27,By Month,Texas,Female,15-24 years,0,65,0,0
117646,2023-09-27,By Month,Texas,Female,18-29 years,13,126,13,0
117647,2023-09-27,By Month,Texas,Female,25-34 years,28,154,16,0
117648,2023-09-27,By Month,Texas,Female,30-39 years,45,218,28,0
117649,2023-09-27,By Month,Texas,Female,35-44 years,58,302,46,0
117650,2023-09-27,By Month,Texas,Female,40-49 years,89,424,74,0
117651,2023-09-27,By Month,Texas,Female,45-54 years,140,602,112,0
117652,2023-09-27,By Month,Texas,Female,50-64 years,493,1801,375,0
117653,2023-09-27,By Month,Texas,Female,55-64 years,408,1454,310,0
117654,2023-09-27,By Month,Texas,Female,65-74 years,723,2452,554,0
117655,2023-09-27,By Month,Texas,Female,75-84 years,889,3094,649,0
117656,2023-09-27,By Month,Texas,Female,85 years and over,990,4151,601,0
117657,2023-09-27,By Month,Texas,All Sexes,All Ages,10725,30681,7364,20
117658,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,160,0,0
117659,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,288,0,0
117660,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,37,0,0
117661,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,41,0,0
117662,2023-09-27,By Month,Texas,All Sexes,15-24 years,15,297,15,0
117663,2023-09-27,By Month,Texas,All Sexes,18-29 years,49,486,33,0
117664,2023-09-27,By Month,Texas,All Sexes,25-34 years,104,571,69,0
117665,2023-09-27,By Month,Texas,All Sexes,30-39 years,151,750,107,0
117666,2023-09-27,By Month,Texas,All Sexes,35-44 years,228,955,165,0
117667,2023-09-27,By Month,Texas,All Sexes,40-49 years,400,1302,274,0
117668,2023-09-27,By Month,Texas,All Sexes,45-54 years,638,1918,433,0
117669,2023-09-27,By Month,Texas,All Sexes,50-64 years,1959,5546,1340,0
117670,2023-09-27,By Month,Texas,All Sexes,55-64 years,1574,4393,1073,0
117671,2023-09-27,By Month,Texas,All Sexes,65-74 years,2727,6947,1987,0
117672,2023-09-27,By Month,Texas,All Sexes,75-84 years,2945,7695,2027,0
117673,2023-09-27,By Month,Texas,All Sexes,85 years and over,2486,7667,1589,0
117674,2023-09-27,By Month,Texas,Male,All Ages,6173,16707,4331,11
117675,2023-09-27,By Month,Texas,Male,Under 1 year,0,87,0,0
117676,2023-09-27,By Month,Texas,Male,0-17 years,0,171,0,0
117677,2023-09-27,By Month,Texas,Male,1-4 years,0,22,0,0
117678,2023-09-27,By Month,Texas,Male,5-14 years,0,26,0,0
117679,2023-09-27,By Month,Texas,Male,15-24 years,0,209,0,0
117680,2023-09-27,By Month,Texas,Male,18-29 years,26,336,16,0
117681,2023-09-27,By Month,Texas,Male,25-34 years,66,402,45,0
117682,2023-09-27,By Month,Texas,Male,30-39 years,103,520,71,0
117683,2023-09-27,By Month,Texas,Male,35-44 years,153,620,108,0
117684,2023-09-27,By Month,Texas,Male,40-49 years,271,831,183,0
117685,2023-09-27,By Month,Texas,Male,45-54 years,444,1232,296,0
117686,2023-09-27,By Month,Texas,Male,50-64 years,1290,3508,874,0
117687,2023-09-27,By Month,Texas,Male,55-64 years,1021,2768,690,0
117688,2023-09-27,By Month,Texas,Male,65-74 years,1673,4056,1190,0
117689,2023-09-27,By Month,Texas,Male,75-84 years,1698,4137,1216,0
117690,2023-09-27,By Month,Texas,Male,85 years and over,1106,3148,777,0
117691,2023-09-27,By Month,Texas,Female,All Ages,4552,13974,3033,0
117692,2023-09-27,By Month,Texas,Female,Under 1 year,0,73,0,0
117693,2023-09-27,By Month,Texas,Female,0-17 years,0,117,0,0
117694,2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
117695,2023-09-27,By Month,Texas,Female,5-14 years,0,15,0,0
117696,2023-09-27,By Month,Texas,Female,15-24 years,0,88,10,0
117697,2023-09-27,By Month,Texas,Female,18-29 years,23,150,17,0
117698,2023-09-27,By Month,Texas,Female,25-34 years,38,169,24,0
117699,2023-09-27,By Month,Texas,Female,30-39 years,48,230,36,0
117700,2023-09-27,By Month,Texas,Female,35-44 years,75,335,57,0
117701,2023-09-27,By Month,Texas,Female,40-49 years,129,471,91,0
117702,2023-09-27,By Month,Texas,Female,45-54 years,194,686,137,0
117703,2023-09-27,By Month,Texas,Female,50-64 years,669,2038,466,0
117704,2023-09-27,By Month,Texas,Female,55-64 years,553,1625,383,0
117705,2023-09-27,By Month,Texas,Female,65-74 years,1054,2891,797,0
117706,2023-09-27,By Month,Texas,Female,75-84 years,1247,3558,811,0
117707,2023-09-27,By Month,Texas,Female,85 years and over,1380,4519,812,0
117708,2023-09-27,By Month,Texas,All Sexes,All Ages,5831,24064,4427,15
117709,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,159,0,0
117710,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,287,0,0
117711,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,27,0,0
117712,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,61,0,0
117713,2023-09-27,By Month,Texas,All Sexes,15-24 years,14,278,11,0
117714,2023-09-27,By Month,Texas,All Sexes,18-29 years,30,445,27,0
117715,2023-09-27,By Month,Texas,All Sexes,25-34 years,61,510,50,0
117716,2023-09-27,By Month,Texas,All Sexes,30-39 years,105,684,72,0
117717,2023-09-27,By Month,Texas,All Sexes,35-44 years,141,790,96,0
117718,2023-09-27,By Month,Texas,All Sexes,40-49 years,257,1066,173,0
117719,2023-09-27,By Month,Texas,All Sexes,45-54 years,431,1652,294,0
117720,2023-09-27,By Month,Texas,All Sexes,50-64 years,1273,4685,942,0
117721,2023-09-27,By Month,Texas,All Sexes,55-64 years,1018,3690,763,0
117722,2023-09-27,By Month,Texas,All Sexes,65-74 years,1582,5498,1216,0
117723,2023-09-27,By Month,Texas,All Sexes,75-84 years,1554,5847,1203,0
117724,2023-09-27,By Month,Texas,All Sexes,85 years and over,1025,5552,789,0
117725,2023-09-27,By Month,Texas,Male,All Ages,3469,13203,2627,0
117726,2023-09-27,By Month,Texas,Male,Under 1 year,0,89,0,0
117727,2023-09-27,By Month,Texas,Male,0-17 years,0,173,0,0
117728,2023-09-27,By Month,Texas,Male,1-4 years,0,14,0,0
117729,2023-09-27,By Month,Texas,Male,5-14 years,0,38,0,0
117730,2023-09-27,By Month,Texas,Male,15-24 years,0,215,0,0
117731,2023-09-27,By Month,Texas,Male,18-29 years,18,334,18,0
117732,2023-09-27,By Month,Texas,Male,25-34 years,39,353,33,0
117733,2023-09-27,By Month,Texas,Male,30-39 years,65,449,45,0
117734,2023-09-27,By Month,Texas,Male,35-44 years,87,506,60,0
117735,2023-09-27,By Month,Texas,Male,40-49 years,161,657,109,0
117736,2023-09-27,By Month,Texas,Male,45-54 years,283,1041,188,0
117737,2023-09-27,By Month,Texas,Male,50-64 years,831,2963,593,0
117738,2023-09-27,By Month,Texas,Male,55-64 years,659,2320,477,0
117739,2023-09-27,By Month,Texas,Male,65-74 years,1001,3272,756,0
117740,2023-09-27,By Month,Texas,Male,75-84 years,910,3109,701,0
117741,2023-09-27,By Month,Texas,Male,85 years and over,481,2246,404,0
117742,2023-09-27,By Month,Texas,Female,All Ages,2362,10861,1800,0
117743,2023-09-27,By Month,Texas,Female,Under 1 year,0,70,0,0
117744,2023-09-27,By Month,Texas,Female,0-17 years,0,114,0,0
117745,2023-09-27,By Month,Texas,Female,1-4 years,0,13,0,0
117746,2023-09-27,By Month,Texas,Female,5-14 years,0,23,0,0
117747,2023-09-27,By Month,Texas,Female,15-24 years,0,63,0,0
117748,2023-09-27,By Month,Texas,Female,18-29 years,12,111,0,0
117749,2023-09-27,By Month,Texas,Female,25-34 years,22,157,17,0
117750,2023-09-27,By Month,Texas,Female,30-39 years,40,235,27,0
117751,2023-09-27,By Month,Texas,Female,35-44 years,54,284,36,0
117752,2023-09-27,By Month,Texas,Female,40-49 years,96,409,64,0
117753,2023-09-27,By Month,Texas,Female,45-54 years,148,611,106,0
117754,2023-09-27,By Month,Texas,Female,50-64 years,442,1722,349,0
117755,2023-09-27,By Month,Texas,Female,55-64 years,359,1370,286,0
117756,2023-09-27,By Month,Texas,Female,65-74 years,581,2226,460,0
117757,2023-09-27,By Month,Texas,Female,75-84 years,644,2738,502,0
117758,2023-09-27,By Month,Texas,Female,85 years and over,544,3306,385,0
117759,2023-09-27,By Month,Texas,All Sexes,All Ages,2673,21061,2634,10
117760,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,191,0,0
117761,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,317,0,0
117762,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,28,0,0
117763,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,52,0,0
117764,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,300,0,0
117765,2023-09-27,By Month,Texas,All Sexes,18-29 years,13,505,16,0
117766,2023-09-27,By Month,Texas,All Sexes,25-34 years,35,543,31,0
117767,2023-09-27,By Month,Texas,All Sexes,30-39 years,62,640,47,0
117768,2023-09-27,By Month,Texas,All Sexes,35-44 years,105,861,80,0
117769,2023-09-27,By Month,Texas,All Sexes,40-49 years,182,1137,140,0
117770,2023-09-27,By Month,Texas,All Sexes,45-54 years,239,1519,200,0
117771,2023-09-27,By Month,Texas,All Sexes,50-64 years,640,4118,601,0
117772,2023-09-27,By Month,Texas,All Sexes,55-64 years,513,3223,489,0
117773,2023-09-27,By Month,Texas,All Sexes,65-74 years,772,4656,736,0
117774,2023-09-27,By Month,Texas,All Sexes,75-84 years,585,4798,621,0
117775,2023-09-27,By Month,Texas,All Sexes,85 years and over,418,4890,466,0
117776,2023-09-27,By Month,Texas,Male,All Ages,1531,11414,1491,0
117777,2023-09-27,By Month,Texas,Male,Under 1 year,0,113,0,0
117778,2023-09-27,By Month,Texas,Male,0-17 years,0,189,0,0
117779,2023-09-27,By Month,Texas,Male,1-4 years,0,11,0,0
117780,2023-09-27,By Month,Texas,Male,5-14 years,0,32,0,0
117781,2023-09-27,By Month,Texas,Male,15-24 years,0,209,0,0
117782,2023-09-27,By Month,Texas,Male,18-29 years,0,358,0,0
117783,2023-09-27,By Month,Texas,Male,25-34 years,18,377,17,0
117784,2023-09-27,By Month,Texas,Male,30-39 years,38,437,28,0
117785,2023-09-27,By Month,Texas,Male,35-44 years,65,539,47,0
117786,2023-09-27,By Month,Texas,Male,40-49 years,111,697,87,0
117787,2023-09-27,By Month,Texas,Male,45-54 years,151,948,118,0
117788,2023-09-27,By Month,Texas,Male,50-64 years,410,2539,360,0
117789,2023-09-27,By Month,Texas,Male,55-64 years,329,1991,299,0
117790,2023-09-27,By Month,Texas,Male,65-74 years,456,2709,437,0
117791,2023-09-27,By Month,Texas,Male,75-84 years,321,2521,333,0
117792,2023-09-27,By Month,Texas,Male,85 years and over,189,1964,236,0
117793,2023-09-27,By Month,Texas,Female,All Ages,1142,9647,1143,0
117794,2023-09-27,By Month,Texas,Female,Under 1 year,0,78,0,0
117795,2023-09-27,By Month,Texas,Female,0-17 years,0,128,0,0
117796,2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
117797,2023-09-27,By Month,Texas,Female,5-14 years,0,20,0,0
117798,2023-09-27,By Month,Texas,Female,15-24 years,0,91,0,0
117799,2023-09-27,By Month,Texas,Female,18-29 years,0,147,0,0
117800,2023-09-27,By Month,Texas,Female,25-34 years,17,166,14,0
117801,2023-09-27,By Month,Texas,Female,30-39 years,24,203,19,0
117802,2023-09-27,By Month,Texas,Female,35-44 years,40,322,33,0
117803,2023-09-27,By Month,Texas,Female,40-49 years,71,440,53,0
117804,2023-09-27,By Month,Texas,Female,45-54 years,88,571,82,0
117805,2023-09-27,By Month,Texas,Female,50-64 years,230,1579,241,0
117806,2023-09-27,By Month,Texas,Female,55-64 years,184,1232,190,0
117807,2023-09-27,By Month,Texas,Female,65-74 years,316,1947,299,0
117808,2023-09-27,By Month,Texas,Female,75-84 years,264,2277,288,0
