id,Data As Of,Totals By,STATE,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
118639,2023-09-27,By Month,Texas,All Sexes,55-64 years,109,2652,177,0
118640,2023-09-27,By Month,Texas,All Sexes,65-74 years,223,4154,350,0
118641,2023-09-27,By Month,Texas,All Sexes,75-84 years,336,4799,386,0
118642,2023-09-27,By Month,Texas,All Sexes,85 years and over,374,4794,320,0
118643,2023-09-27,By Month,Texas,Male,All Ages,633,10567,743,0
118644,2023-09-27,By Month,Texas,Male,Under 1 year,0,113,0,0
118645,2023-09-27,By Month,Texas,Male,0-17 years,0,210,0,0
118646,2023-09-27,By Month,Texas,Male,1-4 years,0,17,0,0
118647,2023-09-27,By Month,Texas,Male,5-14 years,0,39,0,0
118648,2023-09-27,By Month,Texas,Male,15-24 years,0,232,0,0
118649,2023-09-27,By Month,Texas,Male,18-29 years,0,372,0,0
118650,2023-09-27,By Month,Texas,Male,25-34 years,0,389,10,0
118651,2023-09-27,By Month,Texas,Male,30-39 years,0,468,10,0
118652,2023-09-27,By Month,Texas,Male,35-44 years,0,546,16,0
118653,2023-09-27,By Month,Texas,Male,40-49 years,17,606,23,0
118654,2023-09-27,By Month,Texas,Male,45-54 years,27,821,35,0
118655,2023-09-27,By Month,Texas,Male,50-64 years,81,2088,112,0
118656,2023-09-27,By Month,Texas,Male,55-64 years,63,1587,90,0
118657,2023-09-27,By Month,Texas,Male,65-74 years,124,2395,209,0
118658,2023-09-27,By Month,Texas,Male,75-84 years,208,2540,214,0
118659,2023-09-27,By Month,Texas,Male,85 years and over,187,1888,163,0
118660,2023-09-27,By Month,Texas,Female,All Ages,499,8982,598,0
118661,2023-09-27,By Month,Texas,Female,Under 1 year,0,77,0,0
118662,2023-09-27,By Month,Texas,Female,0-17 years,0,122,0,0
118663,2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
118664,2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
118665,2023-09-27,By Month,Texas,Female,15-24 years,0,68,0,0
118666,2023-09-27,By Month,Texas,Female,18-29 years,0,103,0,0
118667,2023-09-27,By Month,Texas,Female,25-34 years,0,116,0,0
118668,2023-09-27,By Month,Texas,Female,30-39 years,0,179,0,0
118669,2023-09-27,By Month,Texas,Female,35-44 years,11,239,0,0
118670,2023-09-27,By Month,Texas,Female,40-49 years,14,325,15,0
118671,2023-09-27,By Month,Texas,Female,45-54 years,19,461,27,0
118672,2023-09-27,By Month,Texas,Female,50-64 years,58,1329,105,0
118673,2023-09-27,By Month,Texas,Female,55-64 years,46,1065,87,0
118674,2023-09-27,By Month,Texas,Female,65-74 years,99,1759,141,0
118675,2023-09-27,By Month,Texas,Female,75-84 years,128,2259,172,0
118676,2023-09-27,By Month,Texas,Female,85 years and over,187,2906,157,0
118677,2023-09-27,By Month,Texas,All Sexes,All Ages,745,18508,1218,11
118678,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,212,0,0
118679,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,359,10,0
118680,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,32,0,0
118681,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,61,0,0
118682,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,301,0,0
118683,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,477,0,0
118684,2023-09-27,By Month,Texas,All Sexes,25-34 years,12,511,12,0
118685,2023-09-27,By Month,Texas,All Sexes,30-39 years,16,628,17,0
118686,2023-09-27,By Month,Texas,All Sexes,35-44 years,18,748,25,0
118687,2023-09-27,By Month,Texas,All Sexes,40-49 years,19,855,37,0
118688,2023-09-27,By Month,Texas,All Sexes,45-54 years,24,1168,59,0
118689,2023-09-27,By Month,Texas,All Sexes,50-64 years,106,3246,228,0
118690,2023-09-27,By Month,Texas,All Sexes,55-64 years,87,2532,188,0
118691,2023-09-27,By Month,Texas,All Sexes,65-74 years,143,3930,312,0
118692,2023-09-27,By Month,Texas,All Sexes,75-84 years,197,4521,312,0
118693,2023-09-27,By Month,Texas,All Sexes,85 years and over,262,4492,298,0
118694,2023-09-27,By Month,Texas,Male,All Ages,388,9765,683,0
118695,2023-09-27,By Month,Texas,Male,Under 1 year,0,104,0,0
118696,2023-09-27,By Month,Texas,Male,0-17 years,0,188,0,0
118697,2023-09-27,By Month,Texas,Male,1-4 years,0,16,0,0
118698,2023-09-27,By Month,Texas,Male,5-14 years,0,26,0,0
118699,2023-09-27,By Month,Texas,Male,15-24 years,0,215,0,0
118700,2023-09-27,By Month,Texas,Male,18-29 years,0,332,0,0
118701,2023-09-27,By Month,Texas,Male,25-34 years,0,357,10,0
118702,2023-09-27,By Month,Texas,Male,30-39 years,0,430,14,0
118703,2023-09-27,By Month,Texas,Male,35-44 years,16,488,20,0
118704,2023-09-27,By Month,Texas,Male,40-49 years,15,531,26,0
118705,2023-09-27,By Month,Texas,Male,45-54 years,0,691,27,0
118706,2023-09-27,By Month,Texas,Male,50-64 years,47,1961,137,0
118707,2023-09-27,By Month,Texas,Male,55-64 years,41,1545,121,0
118708,2023-09-27,By Month,Texas,Male,65-74 years,81,2295,178,0
118709,2023-09-27,By Month,Texas,Male,75-84 years,101,2289,174,0
118710,2023-09-27,By Month,Texas,Male,85 years and over,135,1739,146,0
118711,2023-09-27,By Month,Texas,Female,All Ages,357,8743,535,0
118712,2023-09-27,By Month,Texas,Female,Under 1 year,0,108,0,0
118713,2023-09-27,By Month,Texas,Female,0-17 years,0,171,0,0
118714,2023-09-27,By Month,Texas,Female,1-4 years,0,16,0,0
118715,2023-09-27,By Month,Texas,Female,5-14 years,0,35,0,0
118716,2023-09-27,By Month,Texas,Female,15-24 years,0,86,0,0
118717,2023-09-27,By Month,Texas,Female,18-29 years,0,145,0,0
118718,2023-09-27,By Month,Texas,Female,25-34 years,0,154,0,0
118719,2023-09-27,By Month,Texas,Female,30-39 years,0,198,0,0
118720,2023-09-27,By Month,Texas,Female,35-44 years,0,260,0,0
118721,2023-09-27,By Month,Texas,Female,40-49 years,0,324,11,0
118722,2023-09-27,By Month,Texas,Female,45-54 years,16,477,32,0
118723,2023-09-27,By Month,Texas,Female,50-64 years,59,1285,91,0
118724,2023-09-27,By Month,Texas,Female,55-64 years,46,987,67,0
118725,2023-09-27,By Month,Texas,Female,65-74 years,62,1635,134,0
118726,2023-09-27,By Month,Texas,Female,75-84 years,96,2232,138,0
118727,2023-09-27,By Month,Texas,Female,85 years and over,127,2753,152,0
118728,2023-09-27,By Month,Texas,All Sexes,All Ages,477,19316,1120,39
118729,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,219,0,0
118730,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,359,0,0
118731,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,34,0,0
118732,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,57,0,0
118733,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,288,0,0
118734,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,449,0,0
118735,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,480,19,0
118736,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,598,28,0
118737,2023-09-27,By Month,Texas,All Sexes,35-44 years,11,748,33,0
118738,2023-09-27,By Month,Texas,All Sexes,40-49 years,17,949,47,0
118739,2023-09-27,By Month,Texas,All Sexes,45-54 years,22,1280,74,0
118740,2023-09-27,By Month,Texas,All Sexes,50-64 years,65,3331,182,10
118741,2023-09-27,By Month,Texas,All Sexes,55-64 years,53,2580,136,10
118742,2023-09-27,By Month,Texas,All Sexes,65-74 years,93,4046,268,12
118743,2023-09-27,By Month,Texas,All Sexes,75-84 years,135,4793,322,0
118744,2023-09-27,By Month,Texas,All Sexes,85 years and over,154,4791,259,0
118745,2023-09-27,By Month,Texas,Male,All Ages,235,10295,625,19
118746,2023-09-27,By Month,Texas,Male,Under 1 year,0,120,0,0
118747,2023-09-27,By Month,Texas,Male,0-17 years,0,217,0,0
118748,2023-09-27,By Month,Texas,Male,1-4 years,0,19,0,0
118749,2023-09-27,By Month,Texas,Male,5-14 years,0,39,0,0
118750,2023-09-27,By Month,Texas,Male,15-24 years,0,219,0,0
118751,2023-09-27,By Month,Texas,Male,18-29 years,0,326,0,0
118752,2023-09-27,By Month,Texas,Male,25-34 years,0,335,12,0
118753,2023-09-27,By Month,Texas,Male,30-39 years,0,405,16,0
118754,2023-09-27,By Month,Texas,Male,35-44 years,0,477,19,0
118755,2023-09-27,By Month,Texas,Male,40-49 years,0,602,31,0
118756,2023-09-27,By Month,Texas,Male,45-54 years,12,785,48,0
118757,2023-09-27,By Month,Texas,Male,50-64 years,42,2057,112,0
118758,2023-09-27,By Month,Texas,Male,55-64 years,35,1613,84,0
118759,2023-09-27,By Month,Texas,Male,65-74 years,44,2312,159,0
118760,2023-09-27,By Month,Texas,Male,75-84 years,67,2472,186,0
118761,2023-09-27,By Month,Texas,Male,85 years and over,66,1904,112,0
118762,2023-09-27,By Month,Texas,Female,All Ages,242,9021,495,20
118763,2023-09-27,By Month,Texas,Female,Under 1 year,0,99,0,0
118764,2023-09-27,By Month,Texas,Female,0-17 years,0,142,0,0
118765,2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
118766,2023-09-27,By Month,Texas,Female,5-14 years,0,18,0,0
118767,2023-09-27,By Month,Texas,Female,15-24 years,0,69,0,0
118768,2023-09-27,By Month,Texas,Female,18-29 years,0,123,0,0
118769,2023-09-27,By Month,Texas,Female,25-34 years,0,145,0,0
118770,2023-09-27,By Month,Texas,Female,30-39 years,0,193,12,0
118771,2023-09-27,By Month,Texas,Female,35-44 years,0,271,14,0
118772,2023-09-27,By Month,Texas,Female,40-49 years,0,347,16,0
118773,2023-09-27,By Month,Texas,Female,45-54 years,10,495,26,0
118774,2023-09-27,By Month,Texas,Female,50-64 years,23,1274,70,0
118775,2023-09-27,By Month,Texas,Female,55-64 years,18,967,52,0
118776,2023-09-27,By Month,Texas,Female,65-74 years,49,1734,109,0
118777,2023-09-27,By Month,Texas,Female,75-84 years,68,2321,136,0
118778,2023-09-27,By Month,Texas,Female,85 years and over,88,2887,147,0
118779,2023-09-27,By Month,Texas,All Sexes,All Ages,401,19481,1212,156
118780,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,180,0,0
118781,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,342,14,0
118782,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,42,0,0
118783,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,60,0,0
118784,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,300,0,0
118785,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,450,16,0
118786,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,463,18,0
118787,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,577,16,0
118788,2023-09-27,By Month,Texas,All Sexes,35-44 years,0,739,27,0
118789,2023-09-27,By Month,Texas,All Sexes,40-49 years,0,937,47,12
118790,2023-09-27,By Month,Texas,All Sexes,45-54 years,18,1276,65,11
118791,2023-09-27,By Month,Texas,All Sexes,50-64 years,41,3436,199,21
118792,2023-09-27,By Month,Texas,All Sexes,55-64 years,28,2682,162,16
118793,2023-09-27,By Month,Texas,All Sexes,65-74 years,75,4213,274,30
118794,2023-09-27,By Month,Texas,All Sexes,75-84 years,126,4780,357,39
118795,2023-09-27,By Month,Texas,All Sexes,85 years and over,138,4746,289,33
118796,2023-09-27,By Month,Texas,Male,All Ages,192,10340,693,70
118797,2023-09-27,By Month,Texas,Male,Under 1 year,0,81,0,0
118798,2023-09-27,By Month,Texas,Male,0-17 years,0,182,0,0
118799,2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
118800,2023-09-27,By Month,Texas,Male,5-14 years,0,36,0,0
118801,2023-09-27,By Month,Texas,Male,15-24 years,0,217,0,0
118802,2023-09-27,By Month,Texas,Male,18-29 years,0,337,13,0
118803,2023-09-27,By Month,Texas,Male,25-34 years,0,342,15,0
118804,2023-09-27,By Month,Texas,Male,30-39 years,0,386,0,0
118805,2023-09-27,By Month,Texas,Male,35-44 years,0,461,17,0
118806,2023-09-27,By Month,Texas,Male,40-49 years,0,591,33,0
118807,2023-09-27,By Month,Texas,Male,45-54 years,14,810,42,0
118808,2023-09-27,By Month,Texas,Male,50-64 years,25,2114,116,13
118809,2023-09-27,By Month,Texas,Male,55-64 years,16,1639,94,0
118810,2023-09-27,By Month,Texas,Male,65-74 years,39,2419,157,11
118811,2023-09-27,By Month,Texas,Male,75-84 years,60,2454,205,22
118812,2023-09-27,By Month,Texas,Male,85 years and over,55,1857,153,10
118813,2023-09-27,By Month,Texas,Female,All Ages,209,9141,519,86
118814,2023-09-27,By Month,Texas,Female,Under 1 year,0,99,0,0
118815,2023-09-27,By Month,Texas,Female,0-17 years,0,160,0,0
118816,2023-09-27,By Month,Texas,Female,1-4 years,0,18,0,0
118817,2023-09-27,By Month,Texas,Female,5-14 years,0,24,0,0
118818,2023-09-27,By Month,Texas,Female,15-24 years,0,83,0,0
118819,2023-09-27,By Month,Texas,Female,18-29 years,0,113,0,0
118820,2023-09-27,By Month,Texas,Female,25-34 years,0,121,0,0
118821,2023-09-27,By Month,Texas,Female,30-39 years,0,191,0,0
118822,2023-09-27,By Month,Texas,Female,35-44 years,0,278,10,0
118823,2023-09-27,By Month,Texas,Female,40-49 years,0,346,14,0
118824,2023-09-27,By Month,Texas,Female,45-54 years,0,466,23,0
118825,2023-09-27,By Month,Texas,Female,50-64 years,16,1322,83,0
118826,2023-09-27,By Month,Texas,Female,55-64 years,12,1043,68,0
118827,2023-09-27,By Month,Texas,Female,65-74 years,36,1794,117,19
118828,2023-09-27,By Month,Texas,Female,75-84 years,66,2326,152,17
118829,2023-09-27,By Month,Texas,Female,85 years and over,83,2889,136,23
118830,2023-09-27,By Month,Texas,All Sexes,All Ages,836,21910,1718,205
118831,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,174,0,0
118832,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,331,11,0
118833,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,41,0,0
118834,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,44,0,0
118835,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,332,0,0
118836,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,507,0,0
118837,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,536,14,0
118838,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,653,27,0
118839,2023-09-27,By Month,Texas,All Sexes,35-44 years,16,836,43,0
118840,2023-09-27,By Month,Texas,All Sexes,40-49 years,20,969,63,0
118841,2023-09-27,By Month,Texas,All Sexes,45-54 years,23,1278,95,11
118842,2023-09-27,By Month,Texas,All Sexes,50-64 years,83,3711,281,46
118843,2023-09-27,By Month,Texas,All Sexes,55-64 years,67,2930,224,38
118844,2023-09-27,By Month,Texas,All Sexes,65-74 years,164,4707,405,53
118845,2023-09-27,By Month,Texas,All Sexes,75-84 years,261,5523,476,51
118846,2023-09-27,By Month,Texas,All Sexes,85 years and over,292,5509,448,35
118847,2023-09-27,By Month,Texas,Male,All Ages,441,11547,894,96
118848,2023-09-27,By Month,Texas,Male,Under 1 year,0,94,0,0
118849,2023-09-27,By Month,Texas,Male,0-17 years,0,191,0,0
118850,2023-09-27,By Month,Texas,Male,1-4 years,0,23,0,0
118851,2023-09-27,By Month,Texas,Male,5-14 years,0,28,0,0
118852,2023-09-27,By Month,Texas,Male,15-24 years,0,237,0,0
118853,2023-09-27,By Month,Texas,Male,18-29 years,0,359,0,0
118854,2023-09-27,By Month,Texas,Male,25-34 years,0,372,11,0
118855,2023-09-27,By Month,Texas,Male,30-39 years,0,446,18,0
118856,2023-09-27,By Month,Texas,Male,35-44 years,10,539,24,0
118857,2023-09-27,By Month,Texas,Male,40-49 years,14,629,39,0
118858,2023-09-27,By Month,Texas,Male,45-54 years,13,827,55,0
118859,2023-09-27,By Month,Texas,Male,50-64 years,47,2234,148,22
118860,2023-09-27,By Month,Texas,Male,55-64 years,39,1739,118,17
118861,2023-09-27,By Month,Texas,Male,65-74 years,94,2652,228,25
118862,2023-09-27,By Month,Texas,Male,75-84 years,150,2885,267,28
118863,2023-09-27,By Month,Texas,Male,85 years and over,127,2151,181,14
118864,2023-09-27,By Month,Texas,Female,All Ages,395,10363,824,109
118865,2023-09-27,By Month,Texas,Female,Under 1 year,0,80,0,0
118866,2023-09-27,By Month,Texas,Female,0-17 years,0,140,0,0
118867,2023-09-27,By Month,Texas,Female,1-4 years,0,18,0,0
118868,2023-09-27,By Month,Texas,Female,5-14 years,0,16,0,0
118869,2023-09-27,By Month,Texas,Female,15-24 years,0,95,0,0
118870,2023-09-27,By Month,Texas,Female,18-29 years,0,148,0,0
118871,2023-09-27,By Month,Texas,Female,25-34 years,0,164,0,0
118872,2023-09-27,By Month,Texas,Female,30-39 years,0,207,0,0
118873,2023-09-27,By Month,Texas,Female,35-44 years,0,297,19,0
118874,2023-09-27,By Month,Texas,Female,40-49 years,0,340,24,0
118875,2023-09-27,By Month,Texas,Female,45-54 years,10,451,40,0
118876,2023-09-27,By Month,Texas,Female,50-64 years,36,1477,133,24
118877,2023-09-27,By Month,Texas,Female,55-64 years,28,1191,106,21
118878,2023-09-27,By Month,Texas,Female,65-74 years,70,2055,177,28
118879,2023-09-27,By Month,Texas,Female,75-84 years,111,2638,209,23
118880,2023-09-27,By Month,Texas,Female,85 years and over,165,3358,267,21
118881,2023-09-27,By Month,Texas,All Sexes,All Ages,1109,21632,1799,110
118882,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,188,0,0
118883,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,333,12,0
118884,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,24,0,0
118885,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,61,0,0
118886,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,312,0,0
118887,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,489,16,0
118888,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,520,20,0
118889,2023-09-27,By Month,Texas,All Sexes,30-39 years,10,638,28,0
118890,2023-09-27,By Month,Texas,All Sexes,35-44 years,22,788,43,0
118891,2023-09-27,By Month,Texas,All Sexes,40-49 years,24,950,66,0
118892,2023-09-27,By Month,Texas,All Sexes,45-54 years,38,1292,99,0
118893,2023-09-27,By Month,Texas,All Sexes,50-64 years,133,3623,272,18
118894,2023-09-27,By Month,Texas,All Sexes,55-64 years,105,2848,216,15
118895,2023-09-27,By Month,Texas,All Sexes,65-74 years,215,4588,379,25
118896,2023-09-27,By Month,Texas,All Sexes,75-84 years,328,5436,514,34
118897,2023-09-27,By Month,Texas,All Sexes,85 years and over,391,5575,512,20
118898,2023-09-27,By Month,Texas,Male,All Ages,600,11469,1011,43
118899,2023-09-27,By Month,Texas,Male,Under 1 year,0,90,0,0
118900,2023-09-27,By Month,Texas,Male,0-17 years,0,184,0,0
118901,2023-09-27,By Month,Texas,Male,1-4 years,0,17,0,0
118902,2023-09-27,By Month,Texas,Male,5-14 years,0,32,0,0
118903,2023-09-27,By Month,Texas,Male,15-24 years,0,241,0,0
118904,2023-09-27,By Month,Texas,Male,18-29 years,0,369,10,0
118905,2023-09-27,By Month,Texas,Male,25-34 years,0,382,10,0
118906,2023-09-27,By Month,Texas,Male,30-39 years,0,452,15,0
118907,2023-09-27,By Month,Texas,Male,35-44 years,12,515,25,0
118908,2023-09-27,By Month,Texas,Male,40-49 years,14,602,37,0
118909,2023-09-27,By Month,Texas,Male,45-54 years,27,813,63,0
118910,2023-09-27,By Month,Texas,Male,50-64 years,81,2261,177,10
118911,2023-09-27,By Month,Texas,Male,55-64 years,61,1778,137,0
118912,2023-09-27,By Month,Texas,Male,65-74 years,119,2639,209,0
118913,2023-09-27,By Month,Texas,Male,75-84 years,188,2773,296,16
118914,2023-09-27,By Month,Texas,Male,85 years and over,186,2189,260,0
118915,2023-09-27,By Month,Texas,Female,All Ages,509,10163,788,67
118916,2023-09-27,By Month,Texas,Female,Under 1 year,0,98,0,0
118917,2023-09-27,By Month,Texas,Female,0-17 years,0,149,0,0
118918,2023-09-27,By Month,Texas,Female,1-4 years,0,0,0,0
118919,2023-09-27,By Month,Texas,Female,5-14 years,0,29,0,0
118920,2023-09-27,By Month,Texas,Female,15-24 years,0,71,0,0
118921,2023-09-27,By Month,Texas,Female,18-29 years,0,120,0,0
118922,2023-09-27,By Month,Texas,Female,25-34 years,0,138,10,0
118923,2023-09-27,By Month,Texas,Female,30-39 years,0,186,13,0
118924,2023-09-27,By Month,Texas,Female,35-44 years,10,273,18,0
118925,2023-09-27,By Month,Texas,Female,40-49 years,10,348,29,0
118926,2023-09-27,By Month,Texas,Female,45-54 years,11,479,36,0
118927,2023-09-27,By Month,Texas,Female,50-64 years,52,1362,95,0
118928,2023-09-27,By Month,Texas,Female,55-64 years,44,1070,79,0
118929,2023-09-27,By Month,Texas,Female,65-74 years,96,1949,170,17
118930,2023-09-27,By Month,Texas,Female,75-84 years,140,2663,218,18
118931,2023-09-27,By Month,Texas,Female,85 years and over,205,3386,252,19
118932,2023-09-27,By Month,Texas,All Sexes,All Ages,632,18882,1363,41
118933,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,155,0,0
118934,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,274,0,0
118935,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,30,0,0
118936,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,42,0,0
118937,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,267,0,0
118938,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,407,15,0
118939,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,448,10,0
118940,2023-09-27,By Month,Texas,All Sexes,30-39 years,10,549,16,0
118941,2023-09-27,By Month,Texas,All Sexes,35-44 years,13,687,26,0
118942,2023-09-27,By Month,Texas,All Sexes,40-49 years,15,879,47,0
118943,2023-09-27,By Month,Texas,All Sexes,45-54 years,15,1168,63,0
118944,2023-09-27,By Month,Texas,All Sexes,50-64 years,66,3192,198,0
118945,2023-09-27,By Month,Texas,All Sexes,55-64 years,59,2504,169,0
118946,2023-09-27,By Month,Texas,All Sexes,65-74 years,137,4026,316,0
118947,2023-09-27,By Month,Texas,All Sexes,75-84 years,205,4778,419,15
118948,2023-09-27,By Month,Texas,All Sexes,85 years and over,194,4777,349,0
118949,2023-09-27,By Month,Texas,Male,All Ages,345,9970,745,21
118950,2023-09-27,By Month,Texas,Male,Under 1 year,0,84,0,0
118951,2023-09-27,By Month,Texas,Male,0-17 years,0,161,0,0
118952,2023-09-27,By Month,Texas,Male,1-4 years,0,13,0,0
118953,2023-09-27,By Month,Texas,Male,5-14 years,0,25,0,0
118954,2023-09-27,By Month,Texas,Male,15-24 years,0,200,0,0
118955,2023-09-27,By Month,Texas,Male,18-29 years,0,295,0,0
118956,2023-09-27,By Month,Texas,Male,25-34 years,0,324,0,0
118957,2023-09-27,By Month,Texas,Male,30-39 years,0,387,0,0
118958,2023-09-27,By Month,Texas,Male,35-44 years,0,453,13,0
118959,2023-09-27,By Month,Texas,Male,40-49 years,0,568,27,0
118960,2023-09-27,By Month,Texas,Male,45-54 years,0,727,28,0
118961,2023-09-27,By Month,Texas,Male,50-64 years,39,1925,107,0
118962,2023-09-27,By Month,Texas,Male,55-64 years,37,1510,98,0
118963,2023-09-27,By Month,Texas,Male,65-74 years,81,2290,188,0
118964,2023-09-27,By Month,Texas,Male,75-84 years,125,2452,240,0
118965,2023-09-27,By Month,Texas,Male,85 years and over,84,1892,166,0
118966,2023-09-27,By Month,Texas,Female,All Ages,287,8912,618,20
118967,2023-09-27,By Month,Texas,Female,Under 1 year,0,71,0,0
118968,2023-09-27,By Month,Texas,Female,0-17 years,0,113,0,0
118969,2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
118970,2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
118971,2023-09-27,By Month,Texas,Female,15-24 years,0,67,0,0
118972,2023-09-27,By Month,Texas,Female,18-29 years,0,112,0,0
118973,2023-09-27,By Month,Texas,Female,25-34 years,0,124,0,0
118974,2023-09-27,By Month,Texas,Female,30-39 years,0,162,0,0
118975,2023-09-27,By Month,Texas,Female,35-44 years,0,234,13,0
118976,2023-09-27,By Month,Texas,Female,40-49 years,0,311,20,0
118977,2023-09-27,By Month,Texas,Female,45-54 years,0,441,35,0
118978,2023-09-27,By Month,Texas,Female,50-64 years,27,1267,91,0
118979,2023-09-27,By Month,Texas,Female,55-64 years,22,994,71,0
118980,2023-09-27,By Month,Texas,Female,65-74 years,56,1736,128,0
118981,2023-09-27,By Month,Texas,Female,75-84 years,80,2326,179,0
118982,2023-09-27,By Month,Texas,Female,85 years and over,110,2885,183,0
118983,2023-09-27,By Month,Texas,All Sexes,All Ages,457,19945,1288,26
118984,2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,203,0,0
118985,2023-09-27,By Month,Texas,All Sexes,0-17 years,0,330,10,0
118986,2023-09-27,By Month,Texas,All Sexes,1-4 years,0,35,0,0
118987,2023-09-27,By Month,Texas,All Sexes,5-14 years,0,48,0,0
118988,2023-09-27,By Month,Texas,All Sexes,15-24 years,0,274,0,0
118989,2023-09-27,By Month,Texas,All Sexes,18-29 years,0,440,0,0
118990,2023-09-27,By Month,Texas,All Sexes,25-34 years,0,501,12,0
118991,2023-09-27,By Month,Texas,All Sexes,30-39 years,0,612,23,0
118992,2023-09-27,By Month,Texas,All Sexes,35-44 years,10,780,40,0
118993,2023-09-27,By Month,Texas,All Sexes,40-49 years,13,966,48,0
118994,2023-09-27,By Month,Texas,All Sexes,45-54 years,15,1251,61,0
118995,2023-09-27,By Month,Texas,All Sexes,50-64 years,54,3407,207,0
118996,2023-09-27,By Month,Texas,All Sexes,55-64 years,47,2663,169,0
118997,2023-09-27,By Month,Texas,All Sexes,65-74 years,92,4305,332,0
118998,2023-09-27,By Month,Texas,All Sexes,75-84 years,138,5026,361,0
118999,2023-09-27,By Month,Texas,All Sexes,85 years and over,150,4859,299,0
119000,2023-09-27,By Month,Texas,Male,All Ages,258,10615,705,17
119001,2023-09-27,By Month,Texas,Male,Under 1 year,0,113,0,0
119002,2023-09-27,By Month,Texas,Male,0-17 years,0,201,0,0
119003,2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
119004,2023-09-27,By Month,Texas,Male,5-14 years,0,30,0,0
119005,2023-09-27,By Month,Texas,Male,15-24 years,0,209,0,0
119006,2023-09-27,By Month,Texas,Male,18-29 years,0,328,0,0
119007,2023-09-27,By Month,Texas,Male,25-34 years,0,366,0,0
119008,2023-09-27,By Month,Texas,Male,30-39 years,0,419,13,0
119009,2023-09-27,By Month,Texas,Male,35-44 years,0,511,27,0
119010,2023-09-27,By Month,Texas,Male,40-49 years,0,606,30,0
119011,2023-09-27,By Month,Texas,Male,45-54 years,0,750,34,0
119012,2023-09-27,By Month,Texas,Male,50-64 years,30,2074,122,0
119013,2023-09-27,By Month,Texas,Male,55-64 years,27,1625,99,0
119014,2023-09-27,By Month,Texas,Male,65-74 years,49,2475,182,0
119015,2023-09-27,By Month,Texas,Male,75-84 years,91,2586,200,0
119016,2023-09-27,By Month,Texas,Male,85 years and over,78,1926,145,0
119017,2023-09-27,By Month,Texas,Female,All Ages,199,9330,583,0
119018,2023-09-27,By Month,Texas,Female,Under 1 year,0,90,0,0
119019,2023-09-27,By Month,Texas,Female,0-17 years,0,129,0,0
119020,2023-09-27,By Month,Texas,Female,1-4 years,0,11,0,0
119021,2023-09-27,By Month,Texas,Female,5-14 years,0,18,0,0
